order_item_id,order_id,product_id,quantity,unit_price,discount_applied,discount_amount
f32ee8b8-c4fa-4b3f-9f31-7349f8b50625,90af7aa9-7ea5-456c-8f25-30744d26d510,628d7ff2-81cb-4ffc-b2e6-47695b3fda75,1,1917.35,FALSE,0
94cdbcea-f6b2-4028-98ad-19676cce48ca,90af7aa9-7ea5-456c-8f25-30744d26d510,e2f8648e-6a7c-420c-a583-e2fcc9845fa5,2,120.97,FALSE,0
0cde5a41-8122-47bd-ac7b-d0bcf706273a,4b78637b-03c2-4732-b885-fe82e62c4ac3,7446d1ef-c521-4a06-ade0-af20e44e850b,1,12.95,FALSE,0
49476919-5a26-4906-8d7f-c61f5cbfd839,4b78637b-03c2-4732-b885-fe82e62c4ac3,6b9dae06-f0a1-4787-9807-bb3affb4b46f,3,1855.97,FALSE,0
f83badec-28c6-40d0-82d7-c26111fa6e9f,f6fc6902-3a4d-4073-a23e-57a9a836b4de,d45e1a67-4a55-4103-98d0-b328c223cffd,1,282.42,FALSE,0
061f6038-101a-4483-92e4-d87c47867634,f6fc6902-3a4d-4073-a23e-57a9a836b4de,a701ddd4-fa0a-4565-a8fe-9a9463302c3e,3,459.18,FALSE,0
8f46d555-cabd-4076-a446-fbce7889f395,f6fc6902-3a4d-4073-a23e-57a9a836b4de,3222776a-def3-4c6c-8ea3-b3f772a24cce,2,1593.97,FALSE,0
3aa4ab2e-2833-4d08-82d8-a1ae0c67d860,17238524-49da-441c-ac66-4a8f2f55c559,cecbad32-57d9-4a02-806a-ea801ba22813,3,12.32,FALSE,0
cc760c85-dd96-4fbe-9803-b26647549080,17238524-49da-441c-ac66-4a8f2f55c559,698ed858-8321-41c1-9f0c-586746392c63,2,221.36,FALSE,0
bb3b68c0-8fde-4ffa-a5b3-48dff2e39b2b,17238524-49da-441c-ac66-4a8f2f55c559,d5eb2eb0-a6eb-4621-88b7-1ecfbb9893da,2,73.15,FALSE,0
cf42c684-c384-4599-a158-ee3ee5144897,37c94bc9-79f7-4a65-a102-e0e46566a9e0,bca5fa19-be96-43e5-8d3a-851a38dd58f0,1,496.77,FALSE,0
8702a1df-8e36-4b01-83fa-2285ba564093,37c94bc9-79f7-4a65-a102-e0e46566a9e0,30e6c8c0-871c-4cd2-9e9e-ac85e7ef4aa2,1,51.49,FALSE,0
c5f2e5ae-316c-40b9-b25a-c396375cac97,37c94bc9-79f7-4a65-a102-e0e46566a9e0,9c723188-dea2-4a61-bbad-be6ad91ec22f,1,46.37,FALSE,0
e8e6ff19-027c-4d58-9db4-c3ff8bbacbbc,b84286c2-9660-4360-b4a6-9770814cd91e,31d6226d-3913-430b-9c6b-5fceea23a021,2,1636.87,FALSE,0
b1aea04e-e5ee-469c-9252-95e9b23c87ac,b84286c2-9660-4360-b4a6-9770814cd91e,5a861b8c-85b0-4689-ba57-9057de46f0fd,3,170.58,FALSE,0
b465624b-ed0a-4901-b125-07c66b4a2fbd,b84286c2-9660-4360-b4a6-9770814cd91e,26180899-6ffa-4e18-8b53-e4f47a81c13a,1,269.41,FALSE,0
1633bc73-8b84-4996-82fb-fdb4c8c72172,44850b48-f5f1-4f2e-8b68-376b894cf889,ddf9f22d-10b6-4d8f-9d38-e0c92ced76cd,1,61.99,TRUE,9.53
e2a0a083-4f02-4500-af27-36f1865180af,44850b48-f5f1-4f2e-8b68-376b894cf889,d289403b-ead5-4969-9229-2023be926e46,3,12.28,FALSE,0
408bead6-de39-44c8-9e63-872bb97217a5,44850b48-f5f1-4f2e-8b68-376b894cf889,6d695155-22fc-4769-a26b-0ab3dd334c43,1,339.59,TRUE,23.12
6f5bd7b8-8b05-4ad6-a670-d266dede6c51,44850b48-f5f1-4f2e-8b68-376b894cf889,0ec17407-1d71-4513-b2a7-ff657eede333,2,264.64,FALSE,0
ec632361-9ad7-4d87-ab25-a9a5abb6afdf,44850b48-f5f1-4f2e-8b68-376b894cf889,e07a16e0-a97b-4d0a-aeab-5cf960edd388,3,469.54,FALSE,0
4762d55d-5b0a-4dc8-b725-e24d49a01030,c62be21b-ea64-42ec-9d53-3a1cec4b00b7,83dae9d6-39aa-4649-97b6-b6b39720e484,1,129.47,FALSE,0
77cc10ec-18cd-45ba-a7e3-2ad14ea76135,c62be21b-ea64-42ec-9d53-3a1cec4b00b7,628d7ff2-81cb-4ffc-b2e6-47695b3fda75,2,1789.51,TRUE,127.84
3782ae42-949f-4ef9-beb6-bd3219f12c39,c62be21b-ea64-42ec-9d53-3a1cec4b00b7,78b392bf-c390-4ca2-86d0-6cdbfece873c,2,152.42,FALSE,0
9185dff4-e4a9-472f-b9ed-9382375fd4f9,c62be21b-ea64-42ec-9d53-3a1cec4b00b7,ac7b9af7-28f8-4cb7-a705-801cd2336cce,1,277.98,FALSE,0
74e86d94-b632-4add-96fd-3fbef3f8197c,c62be21b-ea64-42ec-9d53-3a1cec4b00b7,2b4f600f-477d-420b-ab6b-e826bf3b92a2,1,720.44,FALSE,0
b74daa6c-0b68-42f2-ae25-1d4907ce39a0,48055877-5cda-4e2f-846a-a8ac05f04e23,c3637859-b91c-40fb-a333-ce699b8c7f05,2,383.68,FALSE,0
ff4091bd-a33d-46c9-8313-03c0144b8cbe,48055877-5cda-4e2f-846a-a8ac05f04e23,2520246c-b057-422a-9dfe-d42b7463ef38,2,285.03,FALSE,0
55175436-f048-4ad2-afbc-708d0e604312,48055877-5cda-4e2f-846a-a8ac05f04e23,4cdfcc12-9cb4-4493-8b36-690b2d26903d,1,26.28,TRUE,2.58
e672acf1-5cbc-42c2-9906-83e719477c5f,73277b27-a2eb-40d2-a04c-4b981358266d,3e27ec86-30f8-4048-9211-396e65fdc165,2,107.82,FALSE,0
012b6f85-6532-407f-a0df-50a3e9b14bbe,73277b27-a2eb-40d2-a04c-4b981358266d,224a3ee1-bdf4-4d71-b55a-7093a6d5d665,3,144.8,FALSE,0
b824a9a5-802c-4dc0-9606-65368ed43b23,73277b27-a2eb-40d2-a04c-4b981358266d,0c3a37db-04ce-4ff8-9304-d225ab8dabf9,1,292.03,FALSE,0
d253d36b-e2b6-46d6-b210-0c24eb813cce,04b0129e-02d8-4486-9d06-22366404209b,e770a311-b801-4403-8f05-eefef712b29f,3,321.25,FALSE,0
739d976f-7c71-4a3e-ba25-c59a6fdfd7da,04b0129e-02d8-4486-9d06-22366404209b,1af561ad-bdb4-4a43-843a-4d885ef7c9ef,1,29.82,TRUE,5.43
c8bd394f-ecb2-40a8-ae9b-25a6afe46a8f,75dabf6d-8088-4ffc-8711-2411ae74e9cd,72527ccb-dca3-4979-81f0-25cc9a14405d,1,40.87,FALSE,0
eef22a90-7258-4155-9052-8985d264839e,75dabf6d-8088-4ffc-8711-2411ae74e9cd,933db17a-2636-4cbd-8736-aa287fd95d5d,2,199.42,FALSE,0
60ae6a5a-a8d8-4b4b-9b74-2a24b9a10b09,75dabf6d-8088-4ffc-8711-2411ae74e9cd,2fc76139-fcd7-45dd-900f-13eb9e9c879c,3,34.22,FALSE,0
bb71583c-4021-4198-b2d3-c1a0baad41dc,5571afd3-9c71-43af-b691-b72c3b61b991,8422dcb8-bfec-4842-962e-7e1c3f1967ad,2,138.1,FALSE,0
6a859090-b7ed-4c4c-a238-53ee2eeb32c1,5571afd3-9c71-43af-b691-b72c3b61b991,915f0730-59a6-4e76-8133-211ecf3b9033,3,32.36,FALSE,0
8718ceaa-1b66-45fb-bdab-6dd9571608bf,5571afd3-9c71-43af-b691-b72c3b61b991,a0ea4823-b5d6-435c-89b9-771e090e5699,1,141.45,FALSE,0
b1000691-34b0-4140-bdd4-6bad46ebc3ab,5571afd3-9c71-43af-b691-b72c3b61b991,b3d14f0f-fdbb-4b2e-b171-272b05be801c,1,15.31,FALSE,0
7203da24-09f8-4b86-942a-32e5ccf1d927,12b49119-3cc0-4bb3-983d-a9473972de46,6d449fd9-e076-419a-adb8-feabc8adfe8e,1,479.39,FALSE,0
136d0e64-6bbb-42e6-82b5-ee6c08683411,12b49119-3cc0-4bb3-983d-a9473972de46,68e048dc-9bf1-4de3-ab2e-c90ffc283803,3,417.44,FALSE,0
76a61f62-179c-4aa5-ac62-f6db73905ffb,7015a492-1adf-414b-b310-87a99e0c6f77,722088cf-3c2d-4111-8d7a-ea430c9c41da,1,593.91,FALSE,0
651203bc-1e2a-43c6-9dff-2d9640e361b3,7015a492-1adf-414b-b310-87a99e0c6f77,83dae9d6-39aa-4649-97b6-b6b39720e484,2,129.47,FALSE,0
5710c848-b442-44ff-b2db-c338870cfcb1,7015a492-1adf-414b-b310-87a99e0c6f77,7af7303c-8610-4de5-b9b1-83bdda525c06,1,1410.16,FALSE,0
dbb0ff99-35c4-4c6b-84b1-607577f2ba3b,7015a492-1adf-414b-b310-87a99e0c6f77,da99f377-f467-42dc-a713-d6c083ee0291,3,44.17,FALSE,0
3c4c668b-0366-4f26-89c0-adbfc5c0459e,d9b21562-45be-43b8-a13d-df292a826b2d,9cdadfd3-7fa1-4f0a-a52c-ee3096e76262,3,595.28,FALSE,0
2677df01-1b72-4c2e-b595-3d065fbee5a2,d9b21562-45be-43b8-a13d-df292a826b2d,e4a424b5-c981-40c2-a714-5869d91c8301,2,199.99,FALSE,0
5b6f7105-39d0-4757-8c54-4246fac03455,d9b21562-45be-43b8-a13d-df292a826b2d,fb6b57b9-fe0c-4285-aefb-4274bbe9a45f,1,8.76,FALSE,0
5b272194-2084-4929-94d4-521a0fcab5b3,d9b21562-45be-43b8-a13d-df292a826b2d,5296f9d6-9282-4f41-9b1e-c92101fd9fab,3,562.22,FALSE,0
7e4691da-3858-4ad6-8fc3-f85f2a8f6f82,d9b21562-45be-43b8-a13d-df292a826b2d,83dae9d6-39aa-4649-97b6-b6b39720e484,3,129.47,FALSE,0
7e873bca-035d-4b19-a546-74d3a169baf9,b74eacd6-0018-4a6f-9ef3-67829472ce64,493776a2-3305-4437-abfd-cfcd41cb0aca,3,39.43,FALSE,0
d479c36c-f004-40e5-b7cb-a8f5e7472b48,b74eacd6-0018-4a6f-9ef3-67829472ce64,b53b62e9-c0a6-45fc-8ef6-8fec309e4be1,1,317.84,FALSE,0
84c9d3b1-607a-475c-a94c-9a0f1fdb796c,b74eacd6-0018-4a6f-9ef3-67829472ce64,df267b4c-0b0e-4092-a583-d7f880dd9dbd,2,264.99,FALSE,0
83d96a78-46d7-409a-8140-0dcee821846d,b74eacd6-0018-4a6f-9ef3-67829472ce64,3280b7ea-5d9b-4ef0-bb5c-8c6a069dccc6,1,47.83,FALSE,0
48dfbf53-a00a-486d-b3cc-6a06d949a3a9,0703102a-2f9a-4284-a257-3c77c2dc210e,d4d68297-fbd6-4312-bfab-ea80d97ac31a,3,485.37,FALSE,0
772aa300-f494-43da-a476-4bc2c6ee703b,0703102a-2f9a-4284-a257-3c77c2dc210e,459f02ab-5106-4163-a13f-625e52936c4a,3,730,FALSE,0
81c90fc1-e93c-477e-bbf7-ca29d7c88358,a5464509-5f48-4ce0-af3f-ffa41e52d531,5f20e3ab-60d7-4f4f-99cf-ea9578cd63e7,3,1493.92,FALSE,0
89895591-a074-4847-89fc-ac16e5837660,a5464509-5f48-4ce0-af3f-ffa41e52d531,928d07b4-3495-47b2-adfa-200fb317068c,3,142.75,FALSE,0
16ae8a60-bf11-497b-b714-dd9991fac2af,a5464509-5f48-4ce0-af3f-ffa41e52d531,5bc127a8-f971-4d96-9ae3-d88e6afa623e,3,79.37,FALSE,0
01764ca7-cc85-4ce1-9797-f9d3eee357c4,71b1d72c-f713-4b9f-8f8f-b65c6e768773,5b6bff10-d7d5-4c96-a10d-6b0d2e939087,2,835.58,FALSE,0
a9d2648e-ded6-439a-a756-f535182c5613,71b1d72c-f713-4b9f-8f8f-b65c6e768773,ea30e405-6c90-4914-a614-42d51870c0d5,3,687.21,FALSE,0
c0e8ac3b-2242-4c1c-ae0d-c90275567704,71b1d72c-f713-4b9f-8f8f-b65c6e768773,937a4adf-fa63-4039-99b9-5c07a5cc825a,3,8.38,FALSE,0
450d9b67-16b0-43da-bbf7-f6235a6df322,71b1d72c-f713-4b9f-8f8f-b65c6e768773,0df708f6-1cee-4a05-add0-8798444b58e0,3,145.24,FALSE,0
2f1ccd9d-ce5b-4fa2-8606-8b417c5196f9,71b1d72c-f713-4b9f-8f8f-b65c6e768773,29d456f5-9eb8-432c-80bf-b35186874c68,3,203.66,TRUE,50.72
25b0067d-ebb4-460b-a4b8-bd24f4e5f1ec,6853eef4-70cc-4107-81dc-90f6deffab5b,910cab94-dc6b-4783-9419-0e3dd1ccb15b,2,279.08,FALSE,0
5468c514-8170-4e4e-9809-188184f4ca9b,6853eef4-70cc-4107-81dc-90f6deffab5b,9cdadfd3-7fa1-4f0a-a52c-ee3096e76262,3,595.28,FALSE,0
77b970da-9fbd-4a55-a908-a3d4fb817aee,cb8a3dfc-2958-45fb-9271-1c22f201b7c7,121c6d4b-83ee-48a8-aae0-42489c06b1de,2,158.46,FALSE,0
a60cc5ce-9b90-4a93-ac61-d2b30e2b06a1,cb8a3dfc-2958-45fb-9271-1c22f201b7c7,24439bc7-0cbe-46cc-82bc-68a018ab1ad7,3,107.8,FALSE,0
06ea6c35-c8c6-4d13-997a-ee8b13e83fc5,cb8a3dfc-2958-45fb-9271-1c22f201b7c7,1edbc658-1706-4d70-a057-2a49b61fd541,2,23.65,FALSE,0
c8f0f783-fcf2-4eca-802d-a2b5e5104f6a,69bd679b-9c39-4a12-8d3c-526d88b49872,54fae8f3-8d2b-481c-bf39-a04cee6e2baa,2,893.47,FALSE,0
bd63120e-b0c6-4c71-8458-5437b23298f1,fa250149-5d66-426a-9a45-912eff443e5c,d453b78e-fd7d-4ca4-88dc-01f94860e98c,1,195.03,FALSE,0
12f7b12f-317d-4d9e-b864-61b9e298ed15,fa250149-5d66-426a-9a45-912eff443e5c,8c6dc1fb-547e-4091-93ab-23dddb5ae4cc,2,72.73,FALSE,0
6b6b3934-1108-4ff5-a9c7-2faf2f7fd900,c7b89f70-ddba-44d5-bae8-a6c8539f9232,7d8689a2-1991-4247-9081-c7575f27bf5a,2,95.83,FALSE,0
dd4492cf-8844-4c61-9b7a-db0c30c6819e,c7b89f70-ddba-44d5-bae8-a6c8539f9232,4cdfcc12-9cb4-4493-8b36-690b2d26903d,3,28.86,FALSE,0
23c35959-82f4-41cd-bc3d-9e00df20d0b6,bc1e25b1-c8fc-4391-911d-563b4c894961,6dd5d48a-534d-4bf7-9fdb-28b26336511e,2,159.42,FALSE,0
85142937-928f-4387-abf7-a849eb83fd15,bc1e25b1-c8fc-4391-911d-563b4c894961,cf5b9cbe-e719-4082-b471-831248010a1a,3,396.26,FALSE,0
a0ea9500-53b1-4420-9884-a2ed57dc6c1b,bc1e25b1-c8fc-4391-911d-563b4c894961,84269a88-9dff-477e-b480-1539475e4836,3,210.89,FALSE,0
8bdd9c2f-ab63-40ca-977d-a0e1f96e3e0b,bc1e25b1-c8fc-4391-911d-563b4c894961,d6475fed-c416-4671-9d44-a81d952b2e6d,3,573.45,FALSE,0
530ee578-7f87-4dbe-a581-2817069fd54a,fc9ce7a6-fca3-4d3f-9bd4-60cac9185c2a,677c7e0f-04c0-4af0-beb9-ee1d470d4d2e,3,1973.66,FALSE,0
9ddc930c-c389-4da0-a3d6-a9f33287304b,fc9ce7a6-fca3-4d3f-9bd4-60cac9185c2a,afbe085a-b5ef-42b9-92d9-e1c52b353ad8,2,377.17,FALSE,0
5405cbc3-cbb9-4abe-adb3-0a842c046399,fc9ce7a6-fca3-4d3f-9bd4-60cac9185c2a,cf6f408a-91c4-499b-92b7-d6b56b84d5ce,2,633.66,FALSE,0
6eb67a4e-ec5a-486a-a25b-c0b2477dc7cc,fc9ce7a6-fca3-4d3f-9bd4-60cac9185c2a,a293e78c-d64c-47dc-b340-44f8e7105719,1,62.67,FALSE,0
6df73e31-4101-4e39-9e4a-f285ac34ef90,fc9ce7a6-fca3-4d3f-9bd4-60cac9185c2a,857f3dac-5f43-4b80-a71a-3e428204f7c2,2,61.7,FALSE,0
d50e8cba-67af-4f7f-8564-23a8be6e9a3f,8836291d-9603-4e2a-b8bf-4f399662a3e0,a6a7aae9-5ba1-4310-b4f5-065cd04bc10f,1,715.64,FALSE,0
c8f4c9f9-d7cf-47bb-b101-86da733929f6,8836291d-9603-4e2a-b8bf-4f399662a3e0,12d36eed-1042-4290-aa5d-42a36712a81e,3,529.4,TRUE,42.21
d251bcc4-d88a-44fb-ba7a-9790a2a189bd,8836291d-9603-4e2a-b8bf-4f399662a3e0,5a7f6b6a-0185-40f9-9a47-31b146a48400,3,23.56,FALSE,0
a4697a9b-b772-4da1-8f7e-21a9a5d623ff,8836291d-9603-4e2a-b8bf-4f399662a3e0,d63dbeda-1da9-4630-ad7a-60252ffbc853,2,538.68,FALSE,0
7ed9950b-b594-44b7-a119-107cdc9c3a3e,8836291d-9603-4e2a-b8bf-4f399662a3e0,f20f5b26-704d-4497-9849-dbe833cd3f3d,1,397.6,FALSE,0
2d1c6073-3141-40a2-861e-26de7cc48c8b,3438bbf7-f7ea-4bf3-9307-ffbe1b812bf3,5bf5524f-d0ba-46be-a972-b348073a2e8d,3,1440.93,FALSE,0
2e091bf1-3c48-44cf-b138-bfcd4f0f41b9,3438bbf7-f7ea-4bf3-9307-ffbe1b812bf3,2248077d-6706-40b2-8cf5-af83567f4e83,1,1237.62,FALSE,0
6011d96f-1b3d-45ac-bf13-685e3adc330d,3438bbf7-f7ea-4bf3-9307-ffbe1b812bf3,c7817b6f-b930-4d6c-9fb9-1b865b9e5783,1,333.89,FALSE,0
4639013b-c8f9-436c-8db9-c1a202c40e65,3438bbf7-f7ea-4bf3-9307-ffbe1b812bf3,6755133d-732b-4d1d-9990-95b6cab80683,1,159.59,FALSE,0
307824cd-0736-41a2-a388-65b620344b97,4f661f56-6a9e-4fcd-a709-d6fcbb25f659,8d65b74f-0f6a-430f-9cfb-5b22f64b638d,1,781.03,FALSE,0
6aa26493-0c90-4eb0-903c-a059667e6f6d,4f661f56-6a9e-4fcd-a709-d6fcbb25f659,c7817b6f-b930-4d6c-9fb9-1b865b9e5783,3,333.89,FALSE,0
da835e7c-51c0-4c71-b80c-4cccefe1c8f6,4f661f56-6a9e-4fcd-a709-d6fcbb25f659,46ce9ee4-79ca-44d0-8548-ad7e274c24d3,2,13.92,TRUE,0.96
202316b3-64e2-469d-b902-ca3807af3b67,4f661f56-6a9e-4fcd-a709-d6fcbb25f659,a6567026-9aaa-4424-87f8-293e4c6cb8b9,2,47.54,FALSE,0
a6f93ea1-30fa-4130-94cb-9a8d1cfabe67,4f661f56-6a9e-4fcd-a709-d6fcbb25f659,fa268705-dd4f-4c69-9f29-dd424e9ffe51,3,898.53,FALSE,0
68f75077-6e65-4c19-9645-bf2b305c7363,ce5b6f76-e794-45b5-8d7e-de20cbcf4bf0,ed55a9b2-5519-4e42-9e61-70e379f1abe0,1,106.08,FALSE,0
fc94b2f4-468c-427f-8ea8-b6e03a01e5cf,ce5b6f76-e794-45b5-8d7e-de20cbcf4bf0,1add8270-09cc-4d9c-b4ef-d399dea2c7fa,1,433.84,FALSE,0
02b97dbf-1cb0-47c2-b988-2dfcff0e06d8,ce5b6f76-e794-45b5-8d7e-de20cbcf4bf0,62d664c8-8e85-42fc-bf31-ea6403db3ede,3,100.07,FALSE,0
4114817b-c6eb-40f5-be24-8527eb6b39e0,ce5b6f76-e794-45b5-8d7e-de20cbcf4bf0,f2481b16-6143-4cdf-8985-62c4e47314bd,2,126.29,FALSE,0
ae65410f-b87d-4a60-81fa-f94866ccecf1,ce5b6f76-e794-45b5-8d7e-de20cbcf4bf0,989d3650-2ad3-4bdc-b7e4-19914e922cf0,2,1342.36,FALSE,0
48470c83-e2a3-49cb-b182-93ca0426cbc4,cf0524ae-cd74-44f3-b4c5-46c31b92eae9,928a5df9-61fc-487e-9f53-52b7d397773d,3,24.51,FALSE,0
