product_id,product_name,description,category,subcategory,brand,price,cost,weight_kg,dimensions_cm,color,material,stock_quantity,is_active,created_date,last_updated,supplier_id,rating_avg,review_count
f24be61e-3d06-43ca-b616-94fc42b17236,Front-line motivating standardization Camping,Cost bag group long majority feeling. School effort hear. Join business chance set right film ever.,Sports & Outdoors,Camping,Martinez PLC,168.67,112.87,32.88,16x98x53,Blue,Glass,246,TRUE,2025-06-20,2025-07-22,c7c73922-079c-40de-912a-9a6fa34719bd,2.71,319
069be187-a997-499f-ba28-6afd6946863a,Advanced maximized standardization Fragrance,"Technology catch receive face event. Else sister information type lot guy still.
Safe let receive hospital. Firm nature study officer throughout.",Beauty & Personal Care,Fragrance,Willis LLC,83.62,38.63,7.01,74x92x30,Red,Wood,705,TRUE,2024-12-24,2025-08-05,23f79b38-21c2-44f1-ab41-0e1a15a964fa,3.1,138
b178e56d-764c-48d7-a9e7-25d5a02fccbd,Enterprise-wide asynchronous matrix Action Figures,Explain perhaps mind more. Next maintain century guess science center above baby. Gun American three color step level quickly.,Toys & Games,Action Figures,Hoover Inc,134.68,76.69,7.99,13x76x73,White,Metal,325,TRUE,2024-09-30,2025-07-26,fcb75e5b-01fe-4275-8ee8-30f519f08c20,1.58,30
b1030f73-d53e-425e-bf4a-e8fd72292800,Profound empowering secured line Fragrance,"Government maybe food mission floor card.
Child hotel gas everybody include leader. Get religious model fish visit.",Beauty & Personal Care,Fragrance,Blackburn-Hughes,144.37,70.89,37.31,86x99x40,Red,Ceramic,192,TRUE,2024-09-05,2025-07-26,6900efcf-dae2-4c09-b60c-c4025ba8d4b4,1.74,780
6a6b711e-34f1-4fb1-a02e-23f97f8d9568,Right-sized reciprocal synergy Winter Sports,Simple trouble it enough. Various fill like region collection cultural. Exist it team student magazine operation course. North stuff though any spend about pressure.,Sports & Outdoors,Winter Sports,Armstrong Ltd,575.7,270.16,11.69,92x8x50,White,Leather,798,TRUE,2024-12-03,2025-08-07,d7b7c85a-1cb4-4c94-a497-2ee98090a49b,3.01,619
6dd5d48a-534d-4bf7-9fdb-28b26336511e,Upgradable homogeneous concept Tools,"Indicate consumer along hospital interesting. Place dog deep question already.
Country capital campaign drive Mrs. Address approach manager finish talk.",Automotive,Tools,Johnson-Baker,159.42,82.3,23.74,25x29x33,Black,Glass,782,FALSE,2024-08-20,2025-08-04,036187dd-aeb7-4c91-9da7-9f1d5b83541c,4.7,973
dce6cb95-1337-46e1-8133-87fac1603a10,Exclusive background algorithm Action Figures,Life benefit newspaper. Question reflect drop up series. Listen poor majority great either huge join. Ground water front finally unit explain.,Toys & Games,Action Figures,Ford Inc,151.05,105.2,37.91,13x27x61,Orange,Leather,332,TRUE,2025-07-08,2025-07-27,36c07bf9-e43c-4d7d-9552-e59dd7f9499e,4.55,437
cab5bd59-2f53-4790-a6ea-5e1246bb4c0a,Cloned grid-enabled approach Board Games,"Those store development economic anything. Line take much party.
Congress explain land country relate strategy attorney. Owner page analysis last. Read body worry get.",Toys & Games,Board Games,"Myers, Valdez and Chambers",125.51,81.24,36.04,55x83x100,Black,Fabric,111,TRUE,2025-04-08,2025-07-25,517103c5-218b-475e-9f8d-1a821fb0e5c2,4.31,43
5d642d69-ec7d-4847-a8f0-82d09a26ab53,Balanced 24hour structure Comics,"Couple economy democratic environment economy. See nor some open.
Choose set type account. Leg change turn whatever.",Books,Comics,Lewis-Cantrell,29.2,20.3,2.06,54x71x85,Black,Metal,298,TRUE,2024-12-29,2025-08-14,0258ce8a-a909-4f54-b98e-c28b9ebfea2f,4.54,792
f74724a0-b05d-4ae4-9a45-81ca08b0f2f0,Upgradable interactive project Team Sports,Those exist hard including look need finally. Pressure drop ever inside describe contain expert. Government smile set including tell expect.,Sports & Outdoors,Team Sports,Foster-Craig,183.16,89.44,45.96,93x71x23,Orange,Ceramic,661,TRUE,2025-01-05,2025-08-17,524174f7-144f-4756-afce-327a9181da3b,3.89,115
e07a16e0-a97b-4d0a-aeab-5cf960edd388,Multi-lateral optimal installation Storage,"Actually size policy shoulder up relate. Season check notice house evening eight cause. Nor contain thought.
Run full lose onto. Stuff cup political discover however and. Expect very fill arm.",Home & Kitchen,Storage,"Lucas, Vargas and Murphy",469.54,285.87,6.85,57x46x62,Black,Metal,464,TRUE,2025-04-10,2025-07-23,ea42e4ba-3d88-4d4e-83b4-ee0935595c7b,3.85,206
0a545872-979f-41cc-aac7-18fbbbd63c49,Quality-focused maximized monitoring Parts,"Seem idea reach agency week. Media financial human wonder help final.
Issue range above whose plant. Million measure these sea town. Morning friend Congress.",Automotive,Parts,Weeks-Wilkins,211.31,128.37,45.37,25x96x98,White,Plastic,116,TRUE,2025-04-11,2025-07-29,8ece8679-10a8-46e6-b728-ac1207cd4512,3.54,87
f2481b16-6143-4cdf-8985-62c4e47314bd,Phased analyzing superstructure Electronic,"Computer sit quite education edge there involve. Black government visit fear rock hit.
Woman thank how. Sport history school mind miss likely woman. Even economy thus effort.",Toys & Games,Electronic,"Krueger, Howell and Nguyen",126.29,56.57,27.56,10x26x47,Red,Metal,889,TRUE,2025-06-25,2025-07-25,4ef8630c-9fb8-4d93-a234-135556147fed,4.08,52
35e3152b-8c2c-4a9d-b2fd-f1f8503b1098,Focused static framework Educational,"Sure window direction. Than name name building often.
Light one source population so. Management management wide easy wide.",Toys & Games,Educational,Allen Group,68.81,43.39,22.37,85x28x20,Red,Metal,3,TRUE,2025-04-23,2025-07-31,23c82841-3014-49d7-9d3f-57cb81ccfe76,2.01,469
4c4017bf-1766-4ee4-996c-d0773198b807,Synergistic asymmetric frame Care,"Network bag machine contain business organization interview cost.
Performance page today we. Production lead player human.",Automotive,Care,Mueller PLC,441.65,177.42,44.15,35x32x80,Orange,Glass,419,TRUE,2025-08-07,2025-08-13,c1a13be1-9921-4980-8eb3-993c61621a27,3.4,6
134a3898-0ec9-44be-afbf-101f90c9c103,Customizable holistic archive Comics,"Responsibility fight peace box with. Today ready laugh card. Mouth control almost effort.
Down yard rest act thank value dark phone.",Books,Comics,Lopez-Hayes,17.52,10.31,41.02,31x11x28,Red,Plastic,668,TRUE,2024-10-20,2025-08-07,5d1e24a8-c792-49ec-85cf-ad963fbef9a4,1.58,33
48a2a388-bc1b-4f4f-b1d1-3a934178ecaf,Digitized solution-oriented analyzer Water Sports,"Detail better level get. Close west seat cold hit.
See base land book.
Some score in career our conference benefit. Medical themselves senior it doctor. Color American of.",Sports & Outdoors,Water Sports,Morris-Flores,921.98,382.35,20.91,27x25x91,Green,Fabric,676,TRUE,2025-03-11,2025-08-02,234e6e3c-5ba3-4826-8e0a-ebd9d57329a2,3.38,806
afbe085a-b5ef-42b9-92d9-e1c52b353ad8,Profit-focused foreground complexity Decor,"Include majority artist site mean. Later man safe next risk you. Hotel process store fund member focus responsibility.
Marriage clear cold political.",Home & Kitchen,Decor,White Inc,377.17,191.62,1.89,43x46x52,Purple,Ceramic,69,TRUE,2025-01-21,2025-08-05,49433e38-b211-40f1-921b-fb364ca5770f,4.37,66
dc148a79-02c7-428e-abd8-0b29c0b40b79,Cloned asymmetric service-desk Team Sports,"Task listen back become any. Even goal speech key itself member. Weight piece become thus size effort.
Scene page film fear range vote my. Build artist buy you we ever training.",Sports & Outdoors,Team Sports,Wade PLC,151.85,92.38,13.79,72x57x72,Blue,Leather,214,TRUE,2024-08-20,2025-08-02,8ea0c036-bee0-48be-89c4-14a56b239c71,1.44,747
698ed858-8321-41c1-9f0c-586746392c63,Triple-buffered grid-enabled emulation Jackets,"Measure class leave carry television rock arrive. Player popular consumer environmental nor listen.
Remember material without whatever people then. Democrat right red through phone.",Clothing,Jackets,Taylor-Gibson,221.36,128.71,39.43,95x41x59,Yellow,Wood,538,TRUE,2025-04-03,2025-08-17,cd52a32c-09fe-40f2-85ce-fd9109ce6f75,3.49,949
0632db09-dc65-4e07-b317-733f1fd5588d,Focused foreground success Storage,"Capital dream back run indicate law. Smile choose eat wind. Store tax time voice piece.
In create establish arrive. Reality card hear ready eight.",Home & Kitchen,Storage,Villa-Miller,285.69,158.82,31.63,68x28x83,Blue,Leather,297,FALSE,2024-09-28,2025-08-12,5aa68206-47ff-431c-8ee5-3aa930a25090,1.01,24
722088cf-3c2d-4111-8d7a-ea430c9c41da,Mandatory empowering orchestration Parts,"Yard forward political coach spend. Never responsibility conference personal feel down body happen.
Born without impact sell politics community edge hold. Only there wrong community.",Automotive,Parts,Lowery and Sons,593.91,274.5,30.8,58x57x10,Yellow,Wood,573,TRUE,2024-09-06,2025-08-06,40aceb96-b14b-4060-87b2-6649c6d0f3a7,1.85,655
de8236c9-ad71-45a5-99b4-18445c15801d,Persistent next generation concept Educational,"Science young agent me cell identify. Tough draw long policy stay.
Final seat write player. Place actually inside sea home. Help ten phone.",Books,Educational,Garcia and Sons,16.45,6.91,15.08,75x46x5,White,Leather,341,TRUE,2024-12-20,2025-07-21,c7678a78-d0af-47b4-b38c-1cfe8685939a,3.9,630
55605097-9d6b-4b0b-ba77-ad403f2b034f,Devolved upward-trending core Laptops,"Analysis travel seven cost work close. Must smile while memory dinner card understand art.
Enough reduce nature cell. Sure peace several. Page PM who measure end allow article attack.",Electronics,Laptops,"Bush, Cameron and Singh",428.33,278.48,46.12,66x65x9,Red,Glass,159,TRUE,2025-05-21,2025-08-19,5efb9085-af23-470e-9fa1-cfc83f1315ab,4.57,549
d9c1414d-ddee-45b3-8e01-9bfcf9df256c,Future-proofed logistical Graphic Interface Fragrance,Degree send majority share mean or. Future material offer. Political support decade kitchen administration find personal American.,Beauty & Personal Care,Fragrance,Smith-Tucker,118.68,62.21,37.15,71x43x77,Yellow,Fabric,548,TRUE,2025-07-13,2025-07-24,0018a13a-8b8b-4d0b-a937-dc93a63155d9,3.31,339
ae0ac329-338a-4d86-99aa-b30ce16752c8,Down-sized background approach Skincare,Fact hope professional here stuff experience billion. Theory candidate everyone.,Beauty & Personal Care,Skincare,"Knapp, Moore and Jones",145.59,70.49,1.66,53x85x73,Red,Fabric,620,TRUE,2024-10-24,2025-08-06,efc3bce1-feba-4f75-95aa-f7f10448c5fa,3.38,885
a6a7aae9-5ba1-4310-b4f5-065cd04bc10f,User-friendly neutral frame Water Sports,Soldier suffer anything process south significant system. Open play compare event rate suggest into. Decade person many question.,Sports & Outdoors,Water Sports,Johnson Inc,715.64,344.54,4.43,35x52x62,Green,Metal,537,TRUE,2025-03-05,2025-08-07,1547d198-e256-4696-b06f-0aadf91f0990,1.45,803
d87ee9b2-c965-4b3c-beca-a35787ed9217,Digitized 3rdgeneration infrastructure Laptops,"Enjoy imagine attention out moment. Large miss practice top you.
Reality American bill west at. Source south answer early.
Mean health example more. Economic present ten approach Congress.",Electronics,Laptops,"Allen, Perry and Hardy",1831.04,976.19,1.34,66x69x24,Blue,Wood,945,TRUE,2025-05-26,2025-08-10,e40c5475-b6aa-4d15-8efd-7061090c84ae,4.5,317
a3ade3fc-a6e6-4b77-b655-13787ba455dc,Proactive logistical toolset Makeup,Drive indeed she lay find give former. Debate tonight mean party. Dark sign return blue anything.,Beauty & Personal Care,Makeup,Bennett Inc,116.57,50.06,49.12,71x91x21,Blue,Leather,37,TRUE,2025-02-02,2025-07-27,d512a949-8404-44b9-a463-f8821b6a7f55,3.85,534
936e8e47-97f5-4831-881e-409ba9df705d,Optimized 24/7 info-mediaries T-Shirts,"Response floor yourself second father. Local church usually toward information experience worker. Produce law these through law.
On approach note stay.",Clothing,T-Shirts,"Downs, Hansen and Shannon",103.63,42.82,42.42,16x47x64,Black,Plastic,533,TRUE,2025-04-05,2025-08-18,4e825082-1915-4995-ad42-a7c28bdc27d3,3.98,23
230f9a79-f9db-4509-a8ed-f63a1061036b,Innovative real-time help-desk Camping,Quickly free old see red everybody. Prevent fall fear edge focus draw.,Sports & Outdoors,Camping,"Shelton, Perez and Henry",334.46,153.1,13.9,45x61x90,White,Wood,152,TRUE,2025-06-09,2025-08-06,e843cad5-f2dc-48de-a876-a99d1f472614,1.46,981
86042c6a-b6b0-4a44-b250-338f29f4c228,Balanced value-added capacity Jeans,Arm reality program. Low represent stock manager establish sure amount. Black best professional actually maintain.,Clothing,Jeans,"Jones, Howard and Mcdonald",169.62,95.8,13.63,95x41x78,Blue,Metal,72,TRUE,2025-05-14,2025-08-05,7a0e2fe4-0f77-4ca4-bfe4-3e168e5cd328,4.57,553
1d707a8d-1fda-4c79-aee6-5bf90de39d0d,Multi-lateral intangible service-desk Parts,"Teacher increase worry through. Not inside second. Economy police game third finish receive.
Despite only indeed could. End he avoid chance.",Automotive,Parts,Brown and Sons,117.11,63.38,33.81,18x54x11,White,Glass,401,TRUE,2025-02-27,2025-07-23,ebb263fc-371b-4728-92ae-29fb87083f25,3.38,606
0bbac6db-3ea9-4a57-943d-7ee9729712df,Fundamental tertiary database Electronics,Themselves writer Congress girl nor bad economy. Above building lot if true. Book hospital win.,Automotive,Electronics,Miranda PLC,294.17,147,9.99,90x73x15,Orange,Fabric,134,TRUE,2024-12-17,2025-07-24,5bc8353a-a876-4dca-b7dc-1e50d0cf85ae,4.21,715
5ebc9f44-c8a1-4b68-a0bf-7c9dcfd8e078,Adaptive exuding access Parts,"Talk city data design camera.
Remember fight reason herself. Camera right skin stuff ball news. Actually drug wish about.",Automotive,Parts,"Myers, Cruz and Perez",372.63,225.57,35.54,64x65x34,Blue,Metal,881,TRUE,2025-04-28,2025-08-19,20805edf-ce7d-43c2-af58-14598bb81b7d,2.03,372
58025b28-a0f9-41ab-aad1-52eccbd526cc,Innovative mission-critical conglomeration Action Figures,Practice citizen weight for. Evidence act cut range particularly response property. Everything year strategy make despite plan cup score.,Toys & Games,Action Figures,"Wright, Wood and Mason",142.93,85.69,39.46,46x63x67,Black,Plastic,486,TRUE,2025-03-22,2025-07-23,482e2815-80a6-4ce5-8d18-523cdc8bee05,2.91,866
906368f9-9dd8-404f-940c-248bc793c34b,Persevering asymmetric capacity Appliances,Charge support performance somebody page matter. Son outside measure medical. Training trade available building.,Home & Kitchen,Appliances,"Foley, Carpenter and Phillips",386.29,224.56,6.46,18x56x96,White,Wood,569,TRUE,2025-05-06,2025-08-02,dab4e88d-df09-40d5-92a7-51669152cde7,4.17,545
c9626273-62a4-4f4b-be29-95c12c74052b,User-centric foreground knowledgebase Care,Tell baby thing truth movie join. Future since what trouble religious old bed happen. Result seat middle center decade recent.,Automotive,Care,Johnson and Sons,478.57,225.68,12.26,25x66x54,White,Wood,213,TRUE,2025-08-13,2025-07-31,82b8b759-4511-4e23-b9fb-a8ba625b9f17,3.36,803
6755133d-732b-4d1d-9990-95b6cab80683,Reactive neutral attitude Electronic,"Activity tree pay how. Investment detail clearly admit positive difference similar.
Would heart inside a political. Pick able if tax make expert technology create. Major almost end stand cut during.",Toys & Games,Electronic,Taylor PLC,159.59,89.91,11.88,89x90x14,Orange,Plastic,606,TRUE,2025-06-26,2025-07-29,89f571a0-3503-44b4-8883-108de456d098,2.3,99
39d92928-6c45-4156-8dac-2d21c55d3585,Optimized intangible capacity Accessories,"Worker since thus rather nor. Appear add bed family business firm skin. American audience oil.
Late mind visit. Hotel truth remember piece rock.",Automotive,Accessories,Thomas and Sons,256.81,133.99,29.95,92x81x53,Yellow,Glass,660,TRUE,2024-08-24,2025-08-06,4b48b054-6365-4c32-8ff2-9b47fb335854,1.36,836
377c4248-9e53-4d3b-bc9f-71910d5e522d,Implemented clear-thinking protocol Storage,Pressure report grow attack beautiful. Prevent cultural government feel security official coach officer. Stay finish large person.,Home & Kitchen,Storage,Elliott Group,452.6,267.41,0.11,23x89x24,Orange,Fabric,298,TRUE,2025-03-20,2025-07-31,c95229c5-136b-4d32-94eb-e6044a356736,3.31,200
c4921565-c5cd-49d7-b60d-fa86a1d9a0b7,Public-key maximized forecast Educational,"Again beyond cultural draw real. Professor plant their standard relationship Congress sell.
Cold above business value nice nearly bring. Station black spend meeting argue.",Books,Educational,Clark Inc,18.49,11.8,34.01,60x96x49,White,Fabric,8,TRUE,2025-01-12,2025-08-11,164caf02-d9bc-4f43-a7fb-a0c8385077e0,3.04,867
01ed87ef-813f-4126-888c-7ea29bc2f6a2,Pre-emptive multi-tasking matrices Appliances,"The college service line up her game they. Country if office increase.
Behind seat first laugh she green. Win father specific statement mother.",Home & Kitchen,Appliances,Barry-Cobb,40.58,27.2,48.4,5x95x76,Yellow,Plastic,881,TRUE,2025-03-18,2025-08-06,3bf8bb33-8cc1-43a4-bd68-6fc76b975e74,1.12,442
0df708f6-1cee-4a05-add0-8798444b58e0,Compatible foreground knowledgebase Educational,Save manager also happy produce. Across part dark same yeah teacher development. Food art service floor well appear.,Toys & Games,Educational,Ali Ltd,145.24,75.79,21.82,32x89x27,Orange,Metal,192,TRUE,2025-06-01,2025-07-28,54f98775-a710-4e98-9131-113da5dd3889,4.37,368
c3cee246-a137-49c6-bf34-45a0c1dba841,Persistent background implementation Action Figures,"Section hope claim upon memory place oil. When economy individual south well young plan.
Range general year light serious.",Toys & Games,Action Figures,"Smith, Crosby and Duarte",64.81,42.89,6.36,6x14x87,Black,Metal,738,TRUE,2025-01-18,2025-07-30,e197ce16-23a7-43e3-8f5d-6717cf25745b,3.63,998
0fecb46b-91ea-4935-a7cf-fbb2a8df339f,Monitored disintermediate software Cookware,Test believe maybe ever happy. Successful party five today. Beat she anything discussion I. Data trip measure.,Home & Kitchen,Cookware,Thompson-Fernandez,77.24,49.57,43.02,94x82x59,Red,Glass,521,TRUE,2025-08-06,2025-08-16,2757c2b0-8a4e-4c80-a777-9afa6cdc8624,4.28,393
f1ff6962-3249-4ed0-bfbe-27c231d92744,Intuitive human-resource frame Makeup,Fear hit rate model their. Company after color gun keep minute social. House usually professor hotel back. Each system family among light.,Beauty & Personal Care,Makeup,"Johnson, Bender and Brown",31.94,18.57,28.94,98x35x96,Green,Glass,948,TRUE,2025-05-13,2025-07-25,78d6b37d-8bb6-4049-b1c6-f0b911782bad,2.47,38
91350302-8fa5-4ed7-a46b-e5c36cfbb0cf,Networked incremental encoding Tools,"Condition seem century ever student fill. Seek mouth former past unit. Charge time goal shake bit ability.
Interview already room similar section science so. Term through fast opportunity.",Automotive,Tools,Gardner-Roberts,103.83,56.53,34.56,23x98x98,Green,Glass,529,TRUE,2025-02-17,2025-07-31,f6f26f37-ace0-4530-abc3-fdc5abdfb8c8,4.56,90
14d4d999-1799-4868-9145-1215c5cd61ca,Digitized asynchronous Internet solution Children,"Themselves treat event to. Occur get sea suggest add baby attack. Reach series pattern.
College product agent. Police see subject its behind must. Us price simply matter ball.",Books,Children,"White, Hicks and Villarreal",33.38,20,33.47,92x86x74,Green,Fabric,54,TRUE,2025-05-10,2025-08-07,2a425068-6a49-4db3-9d86-b6c32531a8fe,3.14,11
68e048dc-9bf1-4de3-ab2e-c90ffc283803,Devolved bifurcated intranet Care,About will citizen parent coach who surface. Local direction Republican everything. As thought far approach stand read collection animal.,Automotive,Care,"Franco, Olson and Long",417.44,225.74,36.72,58x50x42,Green,Metal,36,TRUE,2024-11-26,2025-07-31,42c63271-04df-4943-9a41-c1e0f2b256b3,3.39,311
26101e2a-d9ca-4809-aa91-4a3144e5e5dc,Right-sized optimal parallelism Fitness,"Successful no ground modern. Different ago improve effort benefit.
Pretty stop opportunity another floor after. Senior evening provide talk. Free agree fire news.",Sports & Outdoors,Fitness,Kelly-Rice,636.71,365.12,28.69,89x42x99,Black,Wood,496,TRUE,2025-07-30,2025-08-14,b9920ea0-8a0a-4dc5-bf36-77dd3e9e52be,3.02,871
a7c61c7e-6d07-4fa8-83ab-950291aeddac,Team-oriented even-keeled moderator Water Sports,"Purpose main decade family everything her. Watch kind despite her around factor. Enjoy challenge next myself cover might decision.
Style car move want personal above. Ok similar bring adult how.",Sports & Outdoors,Water Sports,Moore-Greer,149.89,72.59,42.91,6x99x19,Red,Fabric,756,TRUE,2025-03-07,2025-08-01,11392dcb-1fb7-4147-98d0-a02aedfe9413,2.79,827
a3c82111-f61f-41f9-b07b-d90a9ac98fa3,Versatile reciprocal definition Appliances,"What several group outside career.
Miss Mr generation. Outside next life door. Behavior effect special.
Lay forget road cut thank. Task already set well always work learn. Owner half social with.",Home & Kitchen,Appliances,Weber-Ramirez,393.44,185.25,9.12,72x9x48,White,Metal,609,TRUE,2024-11-10,2025-07-22,d0b819d8-70f3-44ac-99c1-0b3254389044,1.62,507
c700b119-bb93-494e-b51d-b55f544d08fa,Phased transitional complexity Outdoor,Produce media product soon quality interesting type. Beyond floor leg discuss easy shake budget enough.,Toys & Games,Outdoor,Ray-Nunez,55.21,29.37,31.91,31x78x98,Yellow,Plastic,657,TRUE,2024-09-12,2025-08-09,ced1b3d2-dac9-4fd4-a348-32c0f2dc4671,4.28,53
c9586d91-c32b-4a91-8d50-515fe1ffeae3,Assimilated scalable moderator Decor,"Rest girl yourself sing. Cover require article some Democrat tonight.
Morning happy idea management. Start itself performance eight natural two believe.",Home & Kitchen,Decor,Novak-Williams,205.38,100.72,37.33,73x34x53,Purple,Glass,268,TRUE,2025-06-13,2025-08-19,6310a0e9-efea-4294-b49e-3e89f99154af,4.48,12
b832b7fd-0e60-4b83-8cde-5d815529647b,Pre-emptive cohesive paradigm Team Sports,Scientist computer no product form society child. Sea else open magazine state. Chance tell boy system turn lose crime in.,Sports & Outdoors,Team Sports,"Rodriguez, Roberts and Walker",394.36,195.09,26.56,10x17x73,Yellow,Ceramic,442,TRUE,2024-08-26,2025-08-02,20e8b159-5dd6-473a-8d9b-bba98f3f1f8b,3.61,279
dad1c8be-dfa8-49d1-8a31-77a95c5577e6,Centralized cohesive hardware Hair Care,"Another building too important. Suggest let challenge simply a book. Thing offer religious read.
Involve scientist for improve someone fast. Church result true reach decision natural beyond.",Beauty & Personal Care,Hair Care,Zhang-Hunt,43.73,18.78,32.75,55x64x91,Blue,Leather,688,TRUE,2025-04-29,2025-07-23,d58a7763-63bd-49f4-8d8e-5b39bf4c7afd,1.78,345
0a7ca57f-4ba9-4e3b-adee-6479ba8421fd,Synergized demand-driven Internet solution Appliances,Hospital traditional floor. Allow spend hotel ask either reduce. Difficult tend choice side area sport it. Itself wife expert above doctor play.,Home & Kitchen,Appliances,"Wade, Diaz and Preston",278.33,167.51,41.6,6x57x17,White,Leather,456,TRUE,2024-11-20,2025-08-15,dde5207d-9685-4ede-bfb3-b63baa85abdb,3.9,257
52ea2684-65c7-4bcd-8bab-3440c66bfca6,Automated full-range knowledge user Fiction,Break her southern tax. His ground strategy card book budget key.,Books,Fiction,Sawyer and Sons,6.07,2.6,46.93,89x32x81,White,Leather,980,TRUE,2024-12-18,2025-08-10,019368ab-65cc-4260-8daa-b394d08942bf,4.43,133
39f41e46-dc4f-4aff-9533-8aff5f58e76d,Assimilated 5thgeneration info-mediaries Electronic,"Program as beautiful song week their. Reason guy tend customer there economy free.
Lawyer cup she economy. Morning after at year institution city.",Toys & Games,Electronic,Williams-Rhodes,162.61,74.06,5.63,28x37x42,Orange,Leather,958,TRUE,2024-09-24,2025-07-21,b00b1878-9d02-4fe6-94fa-55c3f956562b,2.81,283
1728ffb1-05ec-4905-8120-62b76f584977,Customer-focused encompassing moderator Educational,"Old kind past movement. Similar new they.
Language so few program true. Special thus middle maintain.",Toys & Games,Educational,Krueger-Holmes,58.89,37.35,13.94,12x53x54,Yellow,Plastic,264,FALSE,2025-07-04,2025-08-10,bdff7b0c-ad0d-4c09-bc04-6dda3d5a06b1,2.06,451
